rayon temp g pression etat
2631200.0	 110.0	 1.4286205756499109	 0.0	 1	 1061.707232972965	 0.0017948292996678606
2631100.0	 110.04423326705138	 1.428640125422003	 151679.75544759442	 1	 1061.7131244989532	 0.0017949657315252333
2631000.0	 110.08847568383986	 1.4286596803137726	 303362.4287507555	 1	 1061.7190168241914	 0.0017951021789392604
2630900.0	 110.13272725434096	 1.428679240325969	 455048.02059035754	 1	 1061.7249099490175	 0.0017952386419123067
2630800.0	 110.17698798253316	 1.4286988054593408	 606736.5316474163	 1	 1061.7308038737704	 0.0017953751204467382
2630700.0	 110.22125787239779	 1.4287183757146373	 758427.9626030893	 1	 1061.7366985987894	 0.0017955116145449209
2630600.0	 110.26553692791904	 1.4287379510926081	 910122.3141386757	 1	 1061.742594124414	 0.0017956481242092214
2630500.0	 110.30982515308406	 1.4287575315940022	 1061819.5869356168	 1	 1061.7484904509836	 0.0017957846494420068
2630400.0	 110.35412255188284	 1.4287771172195696	 1213519.7816754954	 1	 1061.7543875788379	 0.0017959211902456443
2630300.0	 110.39842912830827	 1.4287967079700594	 1365222.8990400364	 1	 1061.760285508317	 0.001796057746622502
2630200.0	 110.44274488635618	 1.4288163038462218	 1516928.9397111067	 1	 1061.7661842397613	 0.0017961943185749484
2630100.0	 110.48706983002528	 1.4288359048488066	 1668637.9043707151	 1	 1061.7720837735114	 0.0017963309061053523
2630000.0	 110.53140396331717	 1.428855510978564	 1820349.7937010126	 1	 1061.7779841099082	 0.0017964675092160827
2629900.0	 110.57574729023641	 1.428875122236244	 1972064.6083842923	 1	 1061.7838852492926	 0.0017966041279095094
2629800.0	 110.62009981479041	 1.4288947386225965	 2123782.34910299	 1	 1061.7897871920056	 0.0017967407621880028
2629700.0	 110.66446154098954	 1.4289143601383727	 2275503.016539682	 1	 1061.7956899383892	 0.0017968774120539334
2629600.0	 110.70883247284708	 1.4289339867843223	 2427226.6113770893	 1	 1061.8015934887849	 0.0017970140775096723
2629500.0	 110.75321261437924	 1.4289536185611966	 2578953.1342980736	 1	 1061.8074978435347	 0.0017971507585575908
2629400.0	 110.79760196960513	 1.4289732554697459	 2730682.5859856396	 1	 1061.8134030029807	 0.001797287455200061
2629300.0	 110.8420005425468	 1.4289928975107216	 2882414.9671229343	 1	 1061.819308967466	 0.0017974241674394557
2629200.0	 110.88640833722926	 1.4290125446848738	 3034150.2783932476	 1	 1061.825215737333	 0.0017975608952781473
2629100.0	 110.9308253576804	 1.4290321969929545	 3185888.5204800116	 1	 1061.8311233129243	 0.0017976976387185093
2629000.0	 110.97525160793109	 1.4290518544357147	 3337629.6940668006	 1	 1061.8370316945839	 0.0017978343977629154
2628900.0	 111.01968709201512	 1.429071517013906	 3489373.7998373327	 1	 1061.8429408826548	 0.00179797117241374
2628800.0	 111.06413181396924	 1.4290911847282792	 3641120.838475468	 1	 1061.8488508774806	 0.0017981079626733577
2628700.0	 111.10858577783313	 1.4291108575795863	 3792870.81066521	 1	 1061.8547616794053	 0.0017982447685441435
2628600.0	 111.15304898764943	 1.4291305355685793	 3944623.717090703	 1	 1061.8606732887736	 0.001798381590028473
2628500.0	 111.19752144746373	 1.4291502186960097	 4096379.5584362373	 1	 1061.8665857059295	 0.0017985184271287226
2628400.0	 111.24200316132458	 1.4291699069626296	 4248138.335386245	 1	 1061.872498931218	 0.0017986552798472683
2628300.0	 111.28649413328348	 1.429189600369191	 4399900.048625299	 1	 1061.8784129649837	 0.0017987921481864874
2628200.0	 111.3309943673949	 1.4292092989164464	 4551664.698838118	 1	 1061.8843278075722	 0.001798929032148757
2628100.0	 111.37550386771625	 1.429229002605148	 4703432.286709564	 1	 1061.8902434593288	 0.0017990659317364552
2628000.0	 111.42002263830797	 1.429248711436048	 4855202.812924639	 1	 1061.8961599205988	 0.0017992028469519604
2627900.0	 111.4645506832334	 1.4292684254098995	 5006976.278168493	 1	 1061.9020771917287	 0.001799339777797651
2627800.0	 111.5090880065589	 1.4292881445274548	 5158752.683126414	 1	 1061.9079952730644	 0.0017994767242759063
2627700.0	 111.55363461235379	 1.4293078687894667	 5310532.028483838	 1	 1061.9139141649528	 0.0017996136863891062
2627600.0	 111.59819050469036	 1.4293275981966886	 5462314.314926341	 1	 1061.9198338677397	 0.0017997506641396306
2627500.0	 111.64275568764391	 1.4293473327498734	 5614099.543139646	 1	 1061.9257543817728	 0.00179988765752986
2627400.0	 111.6873301652927	 1.4293670724497738	 5765887.713809615	 1	 1061.931675707399	 0.0018000246665621756
2627300.0	 111.73191394171803	 1.4293868172971436	 5917678.827622257	 1	 1061.9375978449657	 0.0018001616912389586
2627200.0	 111.77650702100412	 1.4294065672927365	 6069472.885263724	 1	 1061.9435207948209	 0.0018002987315625914
2627100.0	 111.82110940723824	 1.4294263224373052	 6221269.887420311	 1	 1061.949444557312	 0.001800435787535456
2627000.0	 111.86572110451063	 1.4294460827316045	 6373069.834778456	 1	 1061.9553691327876	 0.0018005728591599353
2626900.0	 111.91034211691455	 1.429465848176387	 6524872.728024743	 1	 1061.961294521596	 0.0018007099464384126
2626800.0	 111.95497244854626	 1.4294856187724079	 6676678.567845898	 1	 1061.967220724086	 0.0018008470493732717
2626700.0	 111.99961210350502	 1.4295053945204204	 6828487.3549287915	 1	 1061.9731477406062	 0.0018009841679668967
2626600.0	 112.04426108589313	 1.4295251754211789	 6980299.089960439	 1	 1061.9790755715062	 0.0018011213022216723
2626500.0	 112.08891939981585	 1.4295449614754374	 7132113.773627998	 1	 1061.9850042171352	 0.0018012584521399835
